,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
4431,Brazil,2006,female,15-24 years,387,17631557,2.19,"1,107,640,297,890",6403,Millenials
4432,Brazil,2006,female,25-34 years,333,15862415,2.1,"1,107,640,297,890",6403,Generation X
4433,Brazil,2006,female,75+ years,47,2466737,1.91,"1,107,640,297,890",6403,Silent
4434,Brazil,2006,male,5-14 years,64,17731288,0.36,"1,107,640,297,890",6403,Millenials
4435,Brazil,2006,female,5-14 years,61,17077355,0.36,"1,107,640,297,890",6403,Millenials
4436,Brazil,2007,male,75+ years,305,1654216,18.44,"1,397,084,345,950",7970,Silent
4437,Brazil,2007,male,55-74 years,1220,9611434,12.69,"1,397,084,345,950",7970,Silent
4438,Brazil,2007,male,35-54 years,2516,23156759,10.87,"1,397,084,345,950",7970,Boomers
4439,Brazil,2007,male,25-34 years,1609,16075775,10.01,"1,397,084,345,950",7970,Generation X
4440,Brazil,2007,male,15-24 years,1267,17991928,7.04,"1,397,084,345,950",7970,Millenials
4441,Brazil,2007,female,35-54 years,723,24591528,2.94,"1,397,084,345,950",7970,Boomers
4442,Brazil,2007,female,55-74 years,275,11208413,2.45,"1,397,084,345,950",7970,Silent
4443,Brazil,2007,female,25-34 years,392,16189977,2.42,"1,397,084,345,950",7970,Generation X
4444,Brazil,2007,female,15-24 years,379,17547530,2.16,"1,397,084,345,950",7970,Millenials
4445,Brazil,2007,female,75+ years,51,2581330,1.98,"1,397,084,345,950",7970,Silent
4446,Brazil,2007,male,5-14 years,67,17669069,0.38,"1,397,084,345,950",7970,Generation Z
4447,Brazil,2007,female,5-14 years,51,17015233,0.3,"1,397,084,345,950",7970,Generation Z
4448,Brazil,2008,male,75+ years,318,1728094,18.4,"1,695,824,571,927",9555,Silent
4449,Brazil,2008,male,55-74 years,1204,9996938,12.04,"1,695,824,571,927",9555,Silent
4450,Brazil,2008,male,35-54 years,2608,23591045,11.06,"1,695,824,571,927",9555,Boomers
4451,Brazil,2008,male,25-34 years,1706,16430646,10.38,"1,695,824,571,927",9555,Generation X
4452,Brazil,2008,male,15-24 years,1375,17889839,7.69,"1,695,824,571,927",9555,Millenials
4453,Brazil,2008,female,35-54 years,745,25056164,2.97,"1,695,824,571,927",9555,Boomers
4454,Brazil,2008,female,55-74 years,309,11656750,2.65,"1,695,824,571,927",9555,Silent
4455,Brazil,2008,female,15-24 years,398,17432076,2.28,"1,695,824,571,927",9555,Millenials
4456,Brazil,2008,female,25-34 years,365,16515414,2.21,"1,695,824,571,927",9555,Generation X
4457,Brazil,2008,female,75+ years,52,2693428,1.93,"1,695,824,571,927",9555,Silent
4458,Brazil,2008,male,5-14 years,55,17566837,0.31,"1,695,824,571,927",9555,Generation Z
4459,Brazil,2008,female,5-14 years,49,16914401,0.29,"1,695,824,571,927",9555,Generation Z
4460,Brazil,2009,male,75+ years,295,1803127,16.36,"1,667,019,780,934",9283,Silent
4461,Brazil,2009,male,55-74 years,1271,10398573,12.22,"1,667,019,780,934",9283,Silent
4462,Brazil,2009,male,35-54 years,2737,24035191,11.39,"1,667,019,780,934",9283,Boomers
4463,Brazil,2009,male,25-34 years,1838,16753314,10.97,"1,667,019,780,934",9283,Generation X
4464,Brazil,2009,male,15-24 years,1270,17794434,7.14,"1,667,019,780,934",9283,Millenials
4465,Brazil,2009,female,35-54 years,768,25523153,3.01,"1,667,019,780,934",9283,Boomers
4466,Brazil,2009,female,55-74 years,301,12124076,2.48,"1,667,019,780,934",9283,Silent
4467,Brazil,2009,female,25-34 years,351,16810330,2.09,"1,667,019,780,934",9283,Generation X
4468,Brazil,2009,female,75+ years,58,2811556,2.06,"1,667,019,780,934",9283,Silent
4469,Brazil,2009,female,15-24 years,343,17321655,1.98,"1,667,019,780,934",9283,Millenials
4470,Brazil,2009,male,5-14 years,62,17421892,0.36,"1,667,019,780,934",9283,Generation Z
4471,Brazil,2009,female,5-14 years,52,16772250,0.31,"1,667,019,780,934",9283,Generation Z
4472,Brazil,2010,male,75+ years,358,1882113,19.02,"2,208,871,646,203",12161,Silent
4473,Brazil,2010,male,55-74 years,1236,10813388,11.43,"2,208,871,646,203",12161,Silent
4474,Brazil,2010,male,25-34 years,1832,17023785,10.76,"2,208,871,646,203",12161,Generation X
4475,Brazil,2010,male,35-54 years,2586,24501254,10.55,"2,208,871,646,203",12161,Generation X
4476,Brazil,2010,male,15-24 years,1288,17726866,7.27,"2,208,871,646,203",12161,Millenials
4477,Brazil,2010,female,35-54 years,835,26004856,3.21,"2,208,871,646,203",12161,Generation X
4478,Brazil,2010,female,55-74 years,339,12605588,2.69,"2,208,871,646,203",12161,Silent
4479,Brazil,2010,female,75+ years,79,2940677,2.69,"2,208,871,646,203",12161,Silent
4480,Brazil,2010,female,25-34 years,404,17054489,2.37,"2,208,871,646,203",12161,Generation X
4481,Brazil,2010,female,15-24 years,368,17237481,2.13,"2,208,871,646,203",12161,Millenials
4482,Brazil,2010,male,5-14 years,56,17242386,0.32,"2,208,871,646,203",12161,Generation Z
4483,Brazil,2010,female,5-14 years,48,16596829,0.29,"2,208,871,646,203",12161,Generation Z
4484,Brazil,2011,male,75+ years,352,2002447,17.58,"2,616,201,578,192",14245,Silent
4485,Brazil,2011,male,55-74 years,1323,11208705,11.8,"2,616,201,578,192",14245,Boomers
4486,Brazil,2011,male,25-34 years,1907,17249585,11.06,"2,616,201,578,192",14245,Millenials
4487,Brazil,2011,male,35-54 years,2754,24975171,11.03,"2,616,201,578,192",14245,Generation X
4488,Brazil,2011,male,15-24 years,1335,17674787,7.55,"2,616,201,578,192",14245,Millenials
4489,Brazil,2011,female,35-54 years,805,26488792,3.04,"2,616,201,578,192",14245,Generation X
4490,Brazil,2011,female,55-74 years,352,13063915,2.69,"2,616,201,578,192",14245,Boomers
4491,Brazil,2011,female,15-24 years,413,17180849,2.4,"2,616,201,578,192",14245,Millenials
4492,Brazil,2011,female,25-34 years,400,17253232,2.32,"2,616,201,578,192",14245,Millenials
4493,Brazil,2011,female,75+ years,71,3110432,2.28,"2,616,201,578,192",14245,Silent
4494,Brazil,2011,male,5-14 years,63,17044425,0.37,"2,616,201,578,192",14245,Generation Z
4495,Brazil,2011,female,5-14 years,47,16404101,0.29,"2,616,201,578,192",14245,Generation Z
4496,Brazil,2012,male,75+ years,376,2123165,17.71,"2,465,188,674,415",13283,Silent
4497,Brazil,2012,male,55-74 years,1458,11612925,12.55,"2,465,188,674,415",13283,Boomers
4498,Brazil,2012,male,35-54 years,2885,25463652,11.33,"2,465,188,674,415",13283,Generation X
4499,Brazil,2012,male,25-34 years,1930,17418954,11.08,"2,465,188,674,415",13283,Millenials
4500,Brazil,2012,male,15-24 years,1313,17644319,7.44,"2,465,188,674,415",13283,Millenials
4501,Brazil,2012,female,35-54 years,877,26979566,3.25,"2,465,188,674,415",13283,Generation X
4502,Brazil,2012,female,55-74 years,418,13532752,3.09,"2,465,188,674,415",13283,Boomers
4503,Brazil,2012,female,25-34 years,455,17398447,2.62,"2,465,188,674,415",13283,Millenials
4504,Brazil,2012,female,75+ years,80,3285641,2.43,"2,465,188,674,415",13283,Silent
4505,Brazil,2012,female,15-24 years,383,17145894,2.23,"2,465,188,674,415",13283,Millenials
4506,Brazil,2012,male,5-14 years,79,16810876,0.47,"2,465,188,674,415",13283,Generation Z
4507,Brazil,2012,female,5-14 years,41,16175024,0.25,"2,465,188,674,415",13283,Generation Z
4508,Brazil,2013,male,75+ years,370,2240434,16.51,"2,472,806,919,902",13191,Silent
4509,Brazil,2013,male,55-74 years,1474,12036068,12.25,"2,472,806,919,902",13191,Boomers
4510,Brazil,2013,male,35-54 years,3053,25965164,11.76,"2,472,806,919,902",13191,Generation X
4511,Brazil,2013,male,25-34 years,2004,17534209,11.43,"2,472,806,919,902",13191,Millenials
4512,Brazil,2013,male,15-24 years,1317,17627508,7.47,"2,472,806,919,902",13191,Millenials
4513,Brazil,2013,female,35-54 years,897,27475364,3.26,"2,472,806,919,902",13191,Generation X
4514,Brazil,2013,female,55-74 years,433,14022927,3.09,"2,472,806,919,902",13191,Boomers
4515,Brazil,2013,female,75+ years,88,3462431,2.54,"2,472,806,919,902",13191,Silent
4516,Brazil,2013,female,25-34 years,393,17492228,2.25,"2,472,806,919,902",13191,Millenials
4517,Brazil,2013,female,15-24 years,362,17123318,2.11,"2,472,806,919,902",13191,Millenials
4518,Brazil,2013,male,5-14 years,72,16555477,0.43,"2,472,806,919,902",13191,Generation Z
4519,Brazil,2013,female,5-14 years,50,15923724,0.31,"2,472,806,919,902",13191,Generation Z
4520,Brazil,2014,male,75+ years,390,2349303,16.6,"2,455,993,625,159",12975,Silent
4521,Brazil,2014,male,55-74 years,1534,12492114,12.28,"2,455,993,625,159",12975,Boomers
4522,Brazil,2014,male,35-54 years,3050,26475231,11.52,"2,455,993,625,159",12975,Generation X
4523,Brazil,2014,male,25-34 years,1982,17601477,11.26,"2,455,993,625,159",12975,Millenials
4524,Brazil,2014,male,15-24 years,1358,17606681,7.71,"2,455,993,625,159",12975,Millenials
4525,Brazil,2014,female,35-54 years,871,27971096,3.11,"2,455,993,625,159",12975,Generation X
4526,Brazil,2014,female,55-74 years,389,14550395,2.67,"2,455,993,625,159",12975,Boomers
4527,Brazil,2014,female,25-34 years,457,17539955,2.61,"2,455,993,625,159",12975,Millenials
4528,Brazil,2014,female,75+ years,83,3634999,2.28,"2,455,993,625,159",12975,Silent
4529,Brazil,2014,female,15-24 years,371,17094729,2.17,"2,455,993,625,159",12975,Millenials
4530,Brazil,2014,male,5-14 years,84,16299015,0.52,"2,455,993,625,159",12975,Generation Z
4531,Brazil,2014,female,5-14 years,62,15670559,0.4,"2,455,993,625,159",12975,Generation Z
4532,Brazil,2015,male,75+ years,470,2448560,19.19,"1,802,214,373,741",9431,Silent
4533,Brazil,2015,male,55-74 years,1693,12987357,13.04,"1,802,214,373,741",9431,Boomers
4534,Brazil,2015,male,35-54 years,3238,26989063,12.0,"1,802,214,373,741",9431,Generation X
4535,Brazil,2015,male,25-34 years,1897,17625976,10.76,"1,802,214,373,741",9431,Millenials
4536,Brazil,2015,male,15-24 years,1389,17569045,7.91,"1,802,214,373,741",9431,Millenials
4537,Brazil,2015,female,35-54 years,910,28461855,3.2,"1,802,214,373,741",9431,Generation X
4538,Brazil,2015,female,55-74 years,479,15122216,3.17,"1,802,214,373,741",9431,Boomers
4539,Brazil,2015,female,25-34 years,466,17546090,2.66,"1,802,214,373,741",9431,Millenials
4540,Brazil,2015,female,75+ years,89,3802086,2.34,"1,802,214,373,741",9431,Silent
4541,Brazil,2015,female,15-24 years,397,17047218,2.33,"1,802,214,373,741",9431,Millenials
4542,Brazil,2015,male,5-14 years,79,16057040,0.49,"1,802,214,373,741",9431,Generation Z
4543,Brazil,2015,female,5-14 years,56,15430579,0.36,"1,802,214,373,741",9431,Generation Z
5384,Chile,1995,male,75+ years,42,133512,31.46,"73,447,063,319",5695,G.I. Generation
5385,Chile,1995,male,55-74 years,144,688457,20.92,"73,447,063,319",5695,Silent
5386,Chile,1995,male,35-54 years,271,1658149,16.34,"73,447,063,319",5695,Boomers
5387,Chile,1995,male,25-34 years,191,1229397,15.54,"73,447,063,319",5695,Generation X
5388,Chile,1995,male,15-24 years,149,1250060,11.92,"73,447,063,319",5695,Generation X
5389,Chile,1995,female,55-74 years,27,835569,3.23,"73,447,063,319",5695,Silent
5390,Chile,1995,female,15-24 years,32,1219884,2.62,"73,447,063,319",5695,Generation X
5391,Chile,1995,female,75+ years,5,231756,2.16,"73,447,063,319",5695,G.I. Generation
5392,Chile,1995,female,35-54 years,35,1697961,2.06,"73,447,063,319",5695,Boomers
5393,Chile,1995,female,25-34 years,20,1218604,1.64,"73,447,063,319",5695,Generation X
5394,Chile,1995,male,5-14 years,10,1390311,0.72,"73,447,063,319",5695,Millenials
5395,Chile,1995,female,5-14 years,4,1343983,0.3,"73,447,063,319",5695,Millenials
5396,Chile,1996,male,55-74 years,159,710072,22.39,"78,039,572,222",5946,Silent
5397,Chile,1996,male,75+ years,27,139885,19.3,"78,039,572,222",5946,G.I. Generation
5398,Chile,1996,male,35-54 years,266,1711922,15.54,"78,039,572,222",5946,Boomers
5399,Chile,1996,male,25-34 years,174,1241653,14.01,"78,039,572,222",5946,Generation X
5400,Chile,1996,male,15-24 years,163,1251601,13.02,"78,039,572,222",5946,Generation X
5401,Chile,1996,female,15-24 years,35,1220658,2.87,"78,039,572,222",5946,Generation X
5402,Chile,1996,female,55-74 years,19,857363,2.22,"78,039,572,222",5946,Silent
5403,Chile,1996,female,35-54 years,37,1749299,2.12,"78,039,572,222",5946,Boomers
5404,Chile,1996,female,25-34 years,22,1230619,1.79,"78,039,572,222",5946,Generation X
5405,Chile,1996,female,75+ years,4,241120,1.66,"78,039,572,222",5946,G.I. Generation
5406,Chile,1996,male,5-14 years,7,1408982,0.5,"78,039,572,222",5946,Millenials
5407,Chile,1996,female,5-14 years,4,1361915,0.29,"78,039,572,222",5946,Millenials
5408,Chile,1997,male,75+ years,41,145725,28.14,"84,952,360,922",6368,G.I. Generation
5409,Chile,1997,male,55-74 years,137,734236,18.66,"84,952,360,922",6368,Silent
5410,Chile,1997,male,25-34 years,185,1250037,14.8,"84,952,360,922",6368,Generation X
5411,Chile,1997,male,35-54 years,260,1763823,14.74,"84,952,360,922",6368,Boomers
5412,Chile,1997,male,15-24 years,147,1255098,11.71,"84,952,360,922",6368,Generation X
5413,Chile,1997,female,15-24 years,47,1223306,3.84,"84,952,360,922",6368,Generation X
5414,Chile,1997,female,35-54 years,40,1798922,2.22,"84,952,360,922",6368,Boomers
5415,Chile,1997,female,55-74 years,17,881537,1.93,"84,952,360,922",6368,Silent
5416,Chile,1997,female,25-34 years,22,1238772,1.78,"84,952,360,922",6368,Generation X
5417,Chile,1997,female,75+ years,4,250029,1.6,"84,952,360,922",6368,G.I. Generation
5418,Chile,1997,male,5-14 years,6,1422834,0.42,"84,952,360,922",6368,Millenials
5419,Chile,1997,female,5-14 years,4,1375231,0.29,"84,952,360,922",6368,Millenials
5420,Chile,1998,male,75+ years,42,151228,27.77,"81,577,430,181",6023,G.I. Generation
5421,Chile,1998,male,55-74 years,174,760504,22.88,"81,577,430,181",6023,Silent
5422,Chile,1998,male,35-54 years,320,1814884,17.63,"81,577,430,181",6023,Boomers
5423,Chile,1998,male,25-34 years,208,1254955,16.57,"81,577,430,181",6023,Generation X
5424,Chile,1998,male,15-24 years,151,1261357,11.97,"81,577,430,181",6023,Generation X
5425,Chile,1998,female,75+ years,9,258839,3.48,"81,577,430,181",6023,G.I. Generation
5426,Chile,1998,female,15-24 years,37,1228590,3.01,"81,577,430,181",6023,Generation X
5427,Chile,1998,female,25-34 years,30,1243432,2.41,"81,577,430,181",6023,Generation X
5428,Chile,1998,female,35-54 years,40,1847894,2.16,"81,577,430,181",6023,Boomers
5429,Chile,1998,female,55-74 years,12,907553,1.32,"81,577,430,181",6023,Silent
5430,Chile,1998,female,5-14 years,4,1383385,0.29,"81,577,430,181",6023,Millenials
5431,Chile,1998,male,5-14 years,4,1431319,0.28,"81,577,430,181",6023,Millenials
5432,Chile,1999,male,75+ years,51,156699,32.55,"75,173,794,497",5470,G.I. Generation
5433,Chile,1999,male,55-74 years,167,788056,21.19,"75,173,794,497",5470,Silent
5434,Chile,1999,male,25-34 years,222,1257020,17.66,"75,173,794,497",5470,Generation X
5435,Chile,1999,male,35-54 years,323,1866819,17.3,"75,173,794,497",5470,Boomers
5436,Chile,1999,male,15-24 years,137,1271218,10.78,"75,173,794,497",5470,Generation X
5437,Chile,1999,female,55-74 years,26,934470,2.78,"75,173,794,497",5470,Silent
5438,Chile,1999,female,15-24 years,34,1237322,2.75,"75,173,794,497",5470,Generation X
5439,Chile,1999,female,25-34 years,33,1245169,2.65,"75,173,794,497",5470,Generation X
5440,Chile,1999,female,35-54 years,39,1897956,2.05,"75,173,794,497",5470,Boomers
5441,Chile,1999,female,75+ years,5,268032,1.87,"75,173,794,497",5470,G.I. Generation
5442,Chile,1999,male,5-14 years,3,1434608,0.21,"75,173,794,497",5470,Millenials
5443,Chile,1999,female,5-14 years,1,1386513,0.07,"75,173,794,497",5470,Millenials
5444,Chile,2000,male,75+ years,66,162328,40.66,"77,860,932,152",5584,G.I. Generation
5445,Chile,2000,male,55-74 years,214,816437,26.21,"77,860,932,152",5584,Silent
5446,Chile,2000,male,25-34 years,305,1256699,24.27,"77,860,932,152",5584,Generation X
5447,Chile,2000,male,35-54 years,457,1920281,23.8,"77,860,932,152",5584,Boomers
5448,Chile,2000,male,15-24 years,216,1284868,16.81,"77,860,932,152",5584,Generation X
5449,Chile,2000,female,55-74 years,40,961724,4.16,"77,860,932,152",5584,Silent
5450,Chile,2000,female,15-24 years,48,1249702,3.84,"77,860,932,152",5584,Generation X
5451,Chile,2000,female,35-54 years,70,1949811,3.59,"77,860,932,152",5584,Boomers
5452,Chile,2000,female,25-34 years,38,1244402,3.05,"77,860,932,152",5584,Generation X
5453,Chile,2000,female,75+ years,5,277903,1.8,"77,860,932,152",5584,G.I. Generation
5454,Chile,2000,male,5-14 years,8,1433773,0.56,"77,860,932,152",5584,Millenials
5455,Chile,2000,female,5-14 years,6,1385647,0.43,"77,860,932,152",5584,Millenials
5456,Chile,2001,male,75+ years,51,170681,29.88,"70,979,923,960",5020,Silent
5457,Chile,2001,male,55-74 years,239,840928,28.42,"70,979,923,960",5020,Silent
5458,Chile,2001,male,35-54 years,540,1973130,27.37,"70,979,923,960",5020,Boomers
5459,Chile,2001,male,25-34 years,297,1254746,23.67,"70,979,923,960",5020,Generation X
5460,Chile,2001,male,15-24 years,253,1302835,19.42,"70,979,923,960",5020,Millenials
5461,Chile,2001,female,15-24 years,60,1266054,4.74,"70,979,923,960",5020,Millenials
5462,Chile,2001,female,25-34 years,53,1241466,4.27,"70,979,923,960",5020,Generation X
5463,Chile,2001,female,35-54 years,85,2001968,4.25,"70,979,923,960",5020,Boomers
5464,Chile,2001,female,75+ years,6,289839,2.07,"70,979,923,960",5020,Silent
5465,Chile,2001,female,55-74 years,19,986090,1.93,"70,979,923,960",5020,Silent
5466,Chile,2001,male,5-14 years,12,1430077,0.84,"70,979,923,960",5020,Millenials
5467,Chile,2001,female,5-14 years,10,1381776,0.72,"70,979,923,960",5020,Millenials
5468,Chile,2002,male,75+ years,62,178855,34.66,"69,736,811,435",4866,Silent
5469,Chile,2002,male,55-74 years,222,866261,25.63,"69,736,811,435",4866,Silent
5470,Chile,2002,male,35-54 years,519,2027249,25.6,"69,736,811,435",4866,Boomers
5471,Chile,2002,male,25-34 years,296,1250576,23.67,"69,736,811,435",4866,Generation X
5472,Chile,2002,male,15-24 years,241,1324289,18.2,"69,736,811,435",4866,Millenials
5473,Chile,2002,female,35-54 years,101,2055488,4.91,"69,736,811,435",4866,Boomers
5474,Chile,2002,female,75+ years,13,301961,4.31,"69,736,811,435",4866,Silent
5475,Chile,2002,female,25-34 years,46,1236130,3.72,"69,736,811,435",4866,Generation X
5476,Chile,2002,female,15-24 years,47,1285841,3.66,"69,736,811,435",4866,Millenials
5477,Chile,2002,female,55-74 years,34,1011017,3.36,"69,736,811,435",4866,Silent
5478,Chile,2002,male,5-14 years,17,1421716,1.2,"69,736,811,435",4866,Millenials
5479,Chile,2002,female,5-14 years,5,1373457,0.36,"69,736,811,435",4866,Millenials
5480,Chile,2003,male,75+ years,68,186783,36.41,"75,643,459,840",5208,Silent
5481,Chile,2003,male,55-74 years,252,893577,28.2,"75,643,459,840",5208,Silent
5482,Chile,2003,male,35-54 years,522,2080845,25.09,"75,643,459,840",5208,Boomers
5483,Chile,2003,male,25-34 years,306,1245745,24.56,"75,643,459,840",5208,Generation X
5484,Chile,2003,male,15-24 years,234,1347509,17.37,"75,643,459,840",5208,Millenials
5485,Chile,2003,female,35-54 years,92,2108485,4.36,"75,643,459,840",5208,Boomers
5486,Chile,2003,female,25-34 years,53,1229939,4.31,"75,643,459,840",5208,Generation X
5487,Chile,2003,female,15-24 years,53,1307367,4.05,"75,643,459,840",5208,Millenials
5488,Chile,2003,female,75+ years,12,314243,3.82,"75,643,459,840",5208,Silent
5489,Chile,2003,female,55-74 years,38,1037657,3.66,"75,643,459,840",5208,Silent
5490,Chile,2003,male,5-14 years,20,1409825,1.42,"75,643,459,840",5208,Millenials
5491,Chile,2003,female,5-14 years,4,1361783,0.29,"75,643,459,840",5208,Millenials
5492,Chile,2004,male,75+ years,70,194364,36.01,"99,210,392,858",6744,Silent
5493,Chile,2004,male,55-74 years,240,924415,25.96,"99,210,392,858",6744,Silent
5494,Chile,2004,male,25-34 years,315,1242337,25.36,"99,210,392,858",6744,Generation X
5495,Chile,2004,male,35-54 years,537,2130985,25.2,"99,210,392,858",6744,Boomers
5496,Chile,2004,male,15-24 years,295,1369726,21.54,"99,210,392,858",6744,Millenials
5497,Chile,2004,female,25-34 years,66,1224969,5.39,"99,210,392,858",6744,Generation X
5498,Chile,2004,female,15-24 years,59,1327931,4.44,"99,210,392,858",6744,Millenials
5499,Chile,2004,female,35-54 years,94,2157866,4.36,"99,210,392,858",6744,Boomers
5500,Chile,2004,female,75+ years,11,326622,3.37,"99,210,392,858",6744,Silent
5501,Chile,2004,female,55-74 years,28,1067631,2.62,"99,210,392,858",6744,Silent
5502,Chile,2004,male,5-14 years,15,1395929,1.07,"99,210,392,858",6744,Millenials
5503,Chile,2004,female,5-14 years,5,1348218,0.37,"99,210,392,858",6744,Millenials
5504,Chile,2005,male,75+ years,69,201597,34.23,"122,964,812,046",8256,Silent
5505,Chile,2005,male,55-74 years,252,959661,26.26,"122,964,812,046",8256,Silent
5506,Chile,2005,male,35-54 years,512,2175825,23.53,"122,964,812,046",8256,Boomers
5507,Chile,2005,male,25-34 years,279,1241761,22.47,"122,964,812,046",8256,Generation X
5508,Chile,2005,male,15-24 years,265,1388993,19.08,"122,964,812,046",8256,Millenials
5509,Chile,2005,female,35-54 years,108,2201632,4.91,"122,964,812,046",8256,Boomers
5510,Chile,2005,female,15-24 years,62,1345647,4.61,"122,964,812,046",8256,Millenials
5511,Chile,2005,female,25-34 years,49,1222631,4.01,"122,964,812,046",8256,Generation X
5512,Chile,2005,female,55-74 years,40,1101868,3.63,"122,964,812,046",8256,Silent
5513,Chile,2005,male,5-14 years,26,1381060,1.88,"122,964,812,046",8256,Millenials
5514,Chile,2005,female,75+ years,6,339162,1.77,"122,964,812,046",8256,Silent
5515,Chile,2005,female,5-14 years,14,1333737,1.05,"122,964,812,046",8256,Millenials
5516,Chile,2006,male,75+ years,82,210746,38.91,"154,788,024,806",10270,Silent
5517,Chile,2006,male,35-54 years,597,2214294,26.96,"154,788,024,806",10270,Boomers
5518,Chile,2006,male,55-74 years,256,993366,25.77,"154,788,024,806",10270,Silent
5519,Chile,2006,male,25-34 years,287,1244997,23.05,"154,788,024,806",10270,Generation X
5520,Chile,2006,male,15-24 years,256,1407202,18.19,"154,788,024,806",10270,Millenials
5521,Chile,2006,female,35-54 years,127,2239649,5.67,"154,788,024,806",10270,Boomers
5522,Chile,2006,female,15-24 years,74,1361962,5.43,"154,788,024,806",10270,Millenials
5523,Chile,2006,female,25-34 years,49,1223765,4.0,"154,788,024,806",10270,Generation X
5524,Chile,2006,female,55-74 years,33,1136080,2.9,"154,788,024,806",10270,Silent
5525,Chile,2006,female,75+ years,8,352617,2.27,"154,788,024,806",10270,Silent
5526,Chile,2006,male,5-14 years,20,1367172,1.46,"154,788,024,806",10270,Millenials
5527,Chile,2006,female,5-14 years,6,1319746,0.45,"154,788,024,806",10270,Millenials
5528,Chile,2007,male,75+ years,63,219367,28.72,"173,605,968,179",11387,Silent
5529,Chile,2007,male,55-74 years,270,1031049,26.19,"173,605,968,179",11387,Silent
5530,Chile,2007,male,25-34 years,310,1251058,24.78,"173,605,968,179",11387,Generation X
5531,Chile,2007,male,35-54 years,532,2247973,23.67,"173,605,968,179",11387,Boomers
5532,Chile,2007,male,15-24 years,302,1422332,21.23,"173,605,968,179",11387,Millenials
5533,Chile,2007,female,15-24 years,90,1375294,6.54,"173,605,968,179",11387,Millenials
5534,Chile,2007,female,25-34 years,74,1227488,6.03,"173,605,968,179",11387,Generation X
5535,Chile,2007,female,35-54 years,128,2272322,5.63,"173,605,968,179",11387,Boomers
5536,Chile,2007,female,55-74 years,42,1174419,3.58,"173,605,968,179",11387,Silent
5537,Chile,2007,female,75+ years,9,365832,2.46,"173,605,968,179",11387,Silent
5538,Chile,2007,male,5-14 years,19,1352835,1.4,"173,605,968,179",11387,Generation Z
5539,Chile,2007,female,5-14 years,9,1305466,0.69,"173,605,968,179",11387,Generation Z
5540,Chile,2008,male,75+ years,74,227419,32.54,"179,638,496,279",11653,Silent
5541,Chile,2008,male,25-34 years,346,1260323,27.45,"179,638,496,279",11653,Generation X
5542,Chile,2008,male,55-74 years,294,1072247,27.42,"179,638,496,279",11653,Silent
5543,Chile,2008,male,35-54 years,616,2277546,27.05,"179,638,496,279",11653,Boomers
5544,Chile,2008,male,15-24 years,330,1433674,23.02,"179,638,496,279",11653,Millenials
5545,Chile,2008,female,15-24 years,110,1384953,7.94,"179,638,496,279",11653,Millenials
5546,Chile,2008,female,25-34 years,79,1234171,6.4,"179,638,496,279",11653,Generation X
5547,Chile,2008,female,35-54 years,135,2300364,5.87,"179,638,496,279",11653,Boomers
5548,Chile,2008,female,55-74 years,64,1216310,5.26,"179,638,496,279",11653,Silent
5549,Chile,2008,female,75+ years,10,378855,2.64,"179,638,496,279",11653,Silent
5550,Chile,2008,female,5-14 years,16,1291313,1.24,"179,638,496,279",11653,Generation Z
5551,Chile,2008,male,5-14 years,14,1338486,1.05,"179,638,496,279",11653,Generation Z
5552,Chile,2009,male,75+ years,88,234780,37.48,"172,389,498,445",11062,Silent
5553,Chile,2009,male,25-34 years,362,1273220,28.43,"172,389,498,445",11062,Generation X
5554,Chile,2009,male,55-74 years,316,1116278,28.31,"172,389,498,445",11062,Silent
5555,Chile,2009,male,35-54 years,613,2304506,26.6,"172,389,498,445",11062,Boomers
5556,Chile,2009,male,15-24 years,330,1440637,22.91,"172,389,498,445",11062,Millenials
5557,Chile,2009,female,15-24 years,102,1390368,7.34,"172,389,498,445",11062,Millenials
5558,Chile,2009,female,25-34 years,85,1244249,6.83,"172,389,498,445",11062,Generation X
5559,Chile,2009,female,35-54 years,155,2325328,6.67,"172,389,498,445",11062,Boomers
5560,Chile,2009,female,55-74 years,59,1260914,4.68,"172,389,498,445",11062,Silent
5561,Chile,2009,female,75+ years,12,391659,3.06,"172,389,498,445",11062,Silent
5562,Chile,2009,male,5-14 years,15,1324547,1.13,"172,389,498,445",11062,Generation Z
5563,Chile,2009,female,5-14 years,11,1277663,0.86,"172,389,498,445",11062,Generation Z
5564,Chile,2010,male,75+ years,98,241464,40.59,"218,537,551,220",13874,Silent
5565,Chile,2010,male,35-54 years,607,2329802,26.05,"218,537,551,220",13874,Generation X
5566,Chile,2010,male,25-34 years,307,1289792,23.8,"218,537,551,220",13874,Generation X
5567,Chile,2010,male,55-74 years,273,1162662,23.48,"218,537,551,220",13874,Silent
5568,Chile,2010,male,15-24 years,315,1442868,21.83,"218,537,551,220",13874,Millenials
5569,Chile,2010,female,15-24 years,90,1391250,6.47,"218,537,551,220",13874,Millenials
5570,Chile,2010,female,35-54 years,150,2348223,6.39,"218,537,551,220",13874,Generation X
5571,Chile,2010,female,25-34 years,78,1257779,6.2,"218,537,551,220",13874,Generation X
5572,Chile,2010,female,55-74 years,45,1307594,3.44,"218,537,551,220",13874,Silent
5573,Chile,2010,female,75+ years,10,404348,2.47,"218,537,551,220",13874,Silent
5574,Chile,2010,male,5-14 years,18,1311312,1.37,"218,537,551,220",13874,Generation Z
